age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,purchase
88,student,single,primary,14272,no,yes,telephone,21,jun,730,21,7,success,no
80,housemaid,married,secondary,46613,yes,yes,telephone,10,feb,175,12,4,success,no
73,services,married,tertiary,21770,no,no,cellular,1,nov,3261,13,6,failure,no
59,unemployed,married,primary,11104,yes,no,cellular,17,feb,3595,13,5,failure,no
78,unemployed,single,tertiary,13855,yes,no,telephone,8,jan,924,27,0,nonexistent,no
59,housemaid,married,tertiary,35524,yes,no,telephone,29,jun,888,28,1,success,no
73,management,single,tertiary,35463,yes,no,telephone,20,sep,2504,18,9,nonexistent,no
53,technician,single,tertiary,-1081,yes,yes,cellular,17,aug,3788,37,4,failure,no
85,student,married,primary,40706,no,no,telephone,18,may,1511,16,9,nonexistent,no
24,management,divorced,unknown,32526,yes,no,cellular,5,aug,3434,21,2,success,no
71,entrepreneur,married,primary,32599,no,yes,telephone,7,feb,544,10,7,nonexistent,no
18,technician,divorced,unknown,7363,yes,no,telephone,29,dec,3107,14,7,success,no
61,entrepreneur,married,tertiary,47511,no,yes,cellular,28,nov,39,28,1,failure,no
62,housemaid,married,unknown,12255,yes,yes,telephone,5,jun,2844,29,5,failure,no
64,retired,single,tertiary,1810,yes,no,cellular,27,dec,688,47,6,nonexistent,no
30,unemployed,single,secondary,-560,no,yes,telephone,10,feb,3683,11,6,nonexistent,yes
39,unemployed,single,tertiary,41879,no,yes,cellular,6,aug,233,30,2,success,no
38,student,single,unknown,-281,no,yes,telephone,7,dec,2163,40,8,nonexistent,no
26,services,single,secondary,42213,no,no,cellular,3,feb,1573,27,6,nonexistent,no
43,housemaid,single,secondary,-1445,no,yes,cellular,27,may,1672,49,0,success,no
26,management,single,tertiary,40193,yes,yes,cellular,10,dec,3538,3,8,failure,no
32,housemaid,divorced,primary,10112,yes,yes,cellular,21,jul,70,1,5,nonexistent,no
27,management,divorced,unknown,297,yes,yes,cellular,24,jul,2233,32,5,nonexistent,no
59,housemaid,single,secondary,-465,no,yes,cellular,29,apr,1640,39,6,failure,no
89,retired,divorced,primary,12931,yes,no,telephone,27,aug,1496,21,1,success,no
41,blue-collar,married,tertiary,4282,no,yes,telephone,6,jul,2665,2,1,nonexistent,no
66,services,divorced,tertiary,26634,yes,yes,cellular,2,oct,2198,10,3,success,no
43,management,single,tertiary,42262,no,no,cellular,25,may,95,31,1,nonexistent,no
54,services,divorced,tertiary,23485,no,yes,telephone,2,apr,3569,18,6,success,no
85,technician,married,unknown,32729,yes,yes,cellular,6,feb,644,7,9,nonexistent,no
67,housemaid,divorced,secondary,22587,no,yes,telephone,27,feb,3476,5,8,success,no
41,student,single,unknown,31747,yes,no,telephone,18,apr,362,29,1,success,no
36,admin.,married,secondary,31040,yes,no,cellular,10,aug,3809,4,0,nonexistent,no
77,technician,married,primary,43543,no,no,cellular,7,nov,1457,46,0,nonexistent,no
56,entrepreneur,divorced,primary,21641,yes,yes,cellular,17,jun,3189,3,1,nonexistent,no
91,unemployed,married,secondary,24573,no,yes,cellular,4,sep,188,13,2,nonexistent,no
35,admin.,married,tertiary,3144,no,no,telephone,12,feb,591,3,0,failure,no
36,retired,married,primary,-312,yes,no,telephone,8,jul,3033,8,7,nonexistent,no
53,housemaid,single,unknown,46088,no,no,cellular,9,jan,1959,4,5,success,yes
91,blue-collar,married,secondary,15979,no,no,cellular,10,feb,2696,42,2,nonexistent,no
72,retired,divorced,primary,29803,yes,no,telephone,19,nov,423,35,8,nonexistent,no
86,management,divorced,secondary,14154,no,yes,cellular,9,sep,215,12,3,failure,yes
64,admin.,married,tertiary,35451,no,yes,telephone,28,aug,959,24,8,failure,yes
66,unemployed,divorced,secondary,13123,no,yes,cellular,30,sep,784,38,4,failure,no
50,student,married,primary,21998,no,yes,telephone,24,jul,1100,19,8,success,yes
38,blue-collar,divorced,secondary,3786,yes,yes,telephone,4,dec,488,36,7,failure,no
39,services,married,primary,28289,yes,yes,telephone,16,oct,1171,35,1,failure,no
65,housemaid,married,primary,3129,yes,yes,telephone,1,dec,234,18,4,nonexistent,no
54,management,married,primary,26914,yes,yes,cellular,10,nov,1094,40,0,success,no
32,housemaid,single,unknown,23777,yes,yes,cellular,16,sep,3970,34,0,nonexistent,no
52,retired,divorced,tertiary,845,yes,no,telephone,21,apr,3695,25,2,success,no
88,admin.,married,tertiary,6448,no,yes,telephone,27,mar,1326,7,0,success,no
49,retired,single,secondary,47461,no,yes,telephone,23,apr,24,11,5,failure,no
28,admin.,single,secondary,25139,no,yes,cellular,21,may,59,38,5,nonexistent,no
27,student,married,primary,19718,no,no,cellular,27,dec,3853,19,4,failure,no
90,unemployed,married,tertiary,47030,no,no,cellular,5,oct,1134,35,8,success,no
94,services,married,secondary,21581,yes,yes,cellular,21,apr,3507,45,3,success,no
74,student,married,secondary,25993,yes,yes,cellular,3,apr,973,20,2,success,no
42,technician,married,tertiary,40048,no,yes,telephone,22,dec,1043,27,2,failure,no
19,unemployed,divorced,primary,10923,yes,yes,cellular,27,jul,2813,31,0,success,yes
81,student,married,secondary,11084,yes,no,cellular,4,apr,132,25,3,nonexistent,no
52,blue-collar,married,primary,15560,yes,no,cellular,10,apr,671,2,6,nonexistent,no
24,housemaid,divorced,tertiary,20567,yes,yes,cellular,2,sep,1928,29,7,failure,no
35,retired,single,tertiary,17481,yes,no,telephone,20,sep,680,37,5,failure,no
84,unemployed,divorced,secondary,30016,no,no,telephone,22,may,3053,31,6,nonexistent,no
59,blue-collar,single,secondary,9422,no,no,telephone,29,sep,2310,47,4,failure,no
56,retired,single,tertiary,-276,yes,no,cellular,6,nov,1365,42,7,nonexistent,no
58,technician,divorced,primary,28471,yes,yes,telephone,14,feb,3282,6,9,nonexistent,no
92,entrepreneur,married,primary,628,yes,no,telephone,27,dec,1829,46,2,failure,yes
41,unemployed,single,unknown,25875,no,no,cellular,25,dec,3179,21,7,failure,no
77,blue-collar,married,tertiary,15734,yes,yes,telephone,24,dec,1255,33,9,failure,no
63,retired,divorced,secondary,22109,yes,yes,cellular,5,may,2777,9,6,nonexistent,no
36,retired,single,tertiary,-1381,yes,yes,telephone,26,nov,2332,10,8,failure,no
85,student,married,secondary,49700,yes,yes,cellular,19,jul,2561,22,5,failure,yes
59,admin.,single,primary,11786,no,no,telephone,20,aug,855,31,9,nonexistent,no
49,student,single,secondary,26634,no,yes,telephone,30,dec,568,11,9,failure,no
56,blue-collar,divorced,unknown,48129,yes,no,cellular,21,may,2684,19,1,success,yes
53,management,married,primary,19927,no,yes,telephone,15,dec,1953,41,4,success,no
53,housemaid,married,unknown,7729,yes,no,cellular,17,sep,2753,12,8,failure,no
20,unemployed,single,tertiary,20237,no,yes,telephone,29,dec,2427,38,6,nonexistent,no
90,student,married,secondary,34540,yes,yes,cellular,12,nov,2580,16,2,nonexistent,no
25,retired,single,primary,33301,no,no,telephone,25,mar,598,13,1,failure,no
87,retired,divorced,secondary,39437,yes,yes,telephone,13,dec,1363,38,7,failure,no
58,entrepreneur,divorced,unknown,49046,yes,yes,telephone,20,aug,1254,13,7,nonexistent,no
85,unemployed,married,primary,19735,yes,yes,cellular,24,nov,356,15,0,nonexistent,no
30,entrepreneur,divorced,unknown,32808,yes,yes,cellular,21,sep,1599,18,1,nonexistent,no
66,housemaid,divorced,primary,15949,no,yes,cellular,16,jul,68,16,4,failure,no
77,technician,married,tertiary,18509,no,yes,telephone,15,may,2762,41,4,nonexistent,no
19,student,single,tertiary,27398,no,yes,cellular,11,sep,2089,42,6,failure,no
77,services,divorced,secondary,2268,no,yes,cellular,5,nov,3739,44,4,success,no
22,blue-collar,married,unknown,33607,yes,yes,telephone,30,aug,3725,5,8,success,yes
61,blue-collar,married,unknown,47619,no,yes,cellular,28,dec,217,27,0,failure,no
44,technician,married,primary,42507,no,no,cellular,18,aug,2395,2,4,failure,yes
49,unemployed,divorced,tertiary,45826,no,no,cellular,24,jun,3294,41,2,failure,no
38,student,divorced,secondary,38944,no,no,telephone,28,feb,2236,27,9,failure,no
25,housemaid,single,tertiary,37308,yes,no,cellular,13,apr,319,1,5,nonexistent,no
89,admin.,single,unknown,10412,yes,yes,cellular,11,dec,2466,14,0,success,no
67,entrepreneur,single,secondary,33511,no,no,cellular,10,jan,1671,35,1,failure,no
84,technician,single,tertiary,25150,no,yes,telephone,15,dec,2195,23,8,failure,no
61,admin.,single,tertiary,3642,yes,yes,cellular,7,oct,2448,43,8,failure,no
75,entrepreneur,single,primary,8069,yes,no,telephone,30,may,2439,22,1,failure,yes
20,technician,married,primary,29832,no,yes,cellular,12,oct,1790,27,3,failure,no
87,blue-collar,single,unknown,-974,no,no,telephone,18,jan,714,25,9,nonexistent,no
19,blue-collar,divorced,tertiary,1592,no,no,cellular,27,jun,1898,34,2,failure,no
61,retired,single,primary,-1013,no,no,cellular,6,oct,1002,49,7,failure,no
19,entrepreneur,divorced,tertiary,13917,yes,no,telephone,9,aug,1544,27,0,failure,no
52,services,single,secondary,5238,yes,yes,telephone,16,oct,3356,35,8,failure,no
47,housemaid,married,tertiary,33515,yes,no,cellular,8,jan,2704,21,3,failure,no
25,management,married,tertiary,6330,yes,no,cellular,26,jun,3576,39,7,failure,no
39,unemployed,divorced,unknown,3650,yes,yes,cellular,12,dec,2102,3,7,failure,no
61,unemployed,single,secondary,35264,yes,no,cellular,19,apr,1906,25,5,success,no
75,entrepreneur,married,secondary,23217,no,yes,cellular,23,sep,471,47,9,success,yes
53,technician,married,primary,47588,yes,no,cellular,16,dec,3119,4,8,failure,no
86,technician,single,secondary,15807,no,no,telephone,4,aug,1680,15,7,success,no
94,management,divorced,unknown,23712,yes,yes,telephone,27,dec,2804,3,2,failure,no
48,housemaid,divorced,primary,34489,no,yes,telephone,20,apr,3148,11,5,failure,no
64,student,divorced,tertiary,25865,yes,yes,telephone,16,nov,2644,28,1,nonexistent,no
72,housemaid,married,secondary,22633,yes,no,cellular,7,dec,2321,3,0,nonexistent,no
79,student,single,tertiary,48288,no,no,telephone,27,nov,1635,18,4,failure,no
47,management,married,primary,23275,no,no,telephone,13,feb,3695,46,6,failure,no
72,student,married,secondary,-855,no,yes,telephone,23,jun,3596,9,5,nonexistent,no
33,services,married,primary,19963,no,yes,telephone,12,mar,614,15,3,failure,no
29,retired,married,primary,7300,yes,no,cellular,27,jan,3093,40,3,nonexistent,no
34,housemaid,single,secondary,44697,yes,yes,telephone,1,nov,603,8,8,failure,no
33,student,married,secondary,18879,yes,no,telephone,11,jul,2050,40,2,nonexistent,no
29,blue-collar,married,primary,4242,yes,no,cellular,17,apr,2228,14,1,success,yes
25,services,divorced,unknown,11832,yes,yes,cellular,6,sep,2960,38,5,nonexistent,no
20,housemaid,married,secondary,22683,no,yes,telephone,2,oct,3431,13,0,failure,no
33,student,single,primary,12285,yes,no,telephone,3,oct,3315,39,1,success,no
47,blue-collar,married,tertiary,26823,yes,yes,telephone,2,nov,1337,47,3,failure,no
40,management,single,tertiary,7097,no,no,cellular,18,nov,1539,10,8,nonexistent,no
22,management,single,secondary,45852,yes,yes,telephone,24,nov,3033,44,3,failure,no
82,entrepreneur,single,secondary,-8,no,yes,cellular,24,mar,1528,30,9,success,no
47,unemployed,divorced,tertiary,34890,yes,yes,cellular,13,dec,566,5,2,success,no
38,admin.,divorced,primary,26790,yes,no,telephone,22,oct,2594,22,0,nonexistent,no
87,blue-collar,married,primary,27394,yes,no,telephone,19,oct,2061,35,7,failure,no
39,entrepreneur,married,primary,43058,no,no,cellular,21,oct,3469,5,3,success,yes
89,services,married,unknown,47957,no,no,cellular,30,dec,2287,12,1,failure,no
49,student,single,secondary,16376,no,yes,cellular,7,dec,3003,35,6,nonexistent,no
50,housemaid,single,unknown,21880,yes,yes,cellular,21,jan,1475,21,0,success,no
33,technician,single,unknown,17984,no,no,cellular,16,dec,1482,26,2,success,no
93,blue-collar,married,unknown,11541,yes,no,cellular,23,feb,903,1,9,nonexistent,no
55,admin.,married,unknown,26975,yes,no,telephone,16,apr,3955,49,4,success,no
31,technician,married,primary,2010,no,yes,telephone,10,dec,204,10,6,success,no
53,retired,married,secondary,6275,no,yes,telephone,7,dec,165,38,2,success,no
40,admin.,divorced,secondary,34088,no,yes,telephone,20,nov,119,24,3,nonexistent,no
83,entrepreneur,divorced,unknown,16889,yes,no,cellular,16,jul,3540,31,4,success,yes
19,admin.,divorced,secondary,38596,no,no,cellular,10,aug,1710,45,9,failure,no
90,student,married,tertiary,38653,yes,yes,telephone,30,apr,1931,47,1,success,no
82,housemaid,divorced,primary,49608,yes,no,telephone,14,mar,3410,23,8,success,no
92,services,divorced,secondary,38016,no,no,telephone,26,oct,1030,21,6,success,no
84,technician,married,primary,38636,yes,yes,telephone,22,sep,2118,2,1,nonexistent,no
69,admin.,divorced,tertiary,30155,no,no,telephone,9,aug,1754,31,5,failure,no
79,student,married,primary,4349,yes,yes,cellular,4,jun,646,2,6,nonexistent,no
40,management,married,tertiary,21347,yes,no,cellular,26,sep,3900,30,9,nonexistent,no
43,admin.,married,unknown,1062,yes,no,telephone,12,aug,3880,25,3,success,no
85,admin.,single,secondary,1852,no,no,telephone,17,jul,606,49,3,nonexistent,no
72,unemployed,married,unknown,11160,yes,yes,telephone,8,jun,2778,19,7,success,no
23,technician,divorced,secondary,14322,yes,yes,telephone,4,oct,3827,1,1,failure,no
52,unemployed,divorced,unknown,-1613,yes,no,telephone,8,mar,3546,37,1,failure,no
39,unemployed,married,tertiary,44891,no,no,telephone,27,dec,1076,28,1,failure,no
60,housemaid,single,secondary,37805,yes,yes,telephone,9,nov,996,20,1,success,yes
32,student,single,unknown,4910,yes,no,telephone,12,jun,293,48,6,nonexistent,no
77,unemployed,single,primary,13758,no,no,cellular,29,apr,772,5,3,failure,no
29,admin.,divorced,primary,3,yes,yes,telephone,28,may,3248,30,4,nonexistent,no
66,entrepreneur,single,unknown,23607,no,no,telephone,16,jul,1738,23,7,failure,no
59,entrepreneur,single,tertiary,36513,no,no,telephone,8,jul,3481,42,6,success,no
55,management,married,unknown,48692,no,no,cellular,15,dec,588,27,7,success,no
62,entrepreneur,single,primary,23025,yes,no,telephone,17,sep,728,42,4,success,no
52,management,single,secondary,1547,yes,yes,cellular,13,sep,845,1,7,failure,yes
47,entrepreneur,single,secondary,23672,yes,yes,telephone,14,jun,2605,9,0,nonexistent,yes
47,retired,married,unknown,39819,yes,yes,cellular,28,jun,392,7,4,success,no
23,management,married,secondary,12456,yes,no,cellular,15,feb,2855,26,9,nonexistent,no
84,blue-collar,single,primary,-1699,yes,yes,telephone,28,aug,2406,16,1,nonexistent,no
24,technician,divorced,secondary,37872,no,no,telephone,9,mar,800,6,4,failure,no
69,technician,divorced,unknown,29603,no,no,telephone,21,jan,456,42,1,nonexistent,no
31,technician,married,unknown,49171,no,no,cellular,24,apr,1998,37,5,success,yes
90,student,single,unknown,39840,yes,yes,cellular,29,may,3768,45,8,success,no
32,housemaid,divorced,primary,41241,no,no,telephone,12,mar,3604,12,1,nonexistent,no
38,services,single,tertiary,18545,no,no,cellular,22,jul,2945,24,9,success,no
52,housemaid,married,secondary,47381,yes,no,telephone,23,nov,1564,17,1,failure,no
83,management,divorced,unknown,38478,yes,yes,cellular,19,may,3271,2,9,success,no
19,housemaid,married,tertiary,14178,no,no,telephone,25,nov,2129,31,2,nonexistent,no
52,entrepreneur,single,unknown,16216,no,yes,telephone,9,oct,308,37,9,nonexistent,no
37,management,married,unknown,6242,yes,yes,cellular,26,may,3156,42,4,nonexistent,no
27,housemaid,married,primary,5496,no,no,cellular,13,jun,3974,29,9,nonexistent,no
42,housemaid,married,primary,18866,no,no,cellular,29,nov,658,1,8,failure,no
83,unemployed,married,tertiary,26357,yes,yes,cellular,18,nov,2807,44,2,nonexistent,no
42,retired,divorced,unknown,44252,no,yes,cellular,4,jun,290,14,8,success,no
71,student,single,secondary,29212,yes,yes,telephone,20,sep,994,40,8,failure,no
50,management,divorced,secondary,3887,yes,yes,telephone,1,mar,471,49,8,success,no
53,services,single,secondary,15862,no,no,cellular,20,aug,296,11,3,nonexistent,yes
31,technician,single,tertiary,32856,no,no,cellular,3,nov,662,32,9,failure,yes
82,admin.,single,primary,4040,yes,yes,cellular,27,jul,842,20,5,failure,yes
71,blue-collar,single,tertiary,22536,yes,yes,telephone,11,sep,2727,2,1,success,no
69,housemaid,single,primary,11440,no,yes,telephone,2,may,210,31,0,success,no
20,technician,divorced,secondary,45189,yes,no,telephone,6,jul,1521,5,1,nonexistent,no
58,entrepreneur,single,secondary,26371,no,yes,telephone,3,aug,2598,32,3,failure,no
23,blue-collar,married,primary,17724,no,yes,telephone,10,sep,104,9,6,nonexistent,yes
42,retired,divorced,secondary,343,yes,yes,telephone,25,aug,1307,41,1,failure,no
30,technician,divorced,tertiary,5188,no,yes,telephone,9,dec,140,10,9,success,no
25,unemployed,single,primary,32006,no,yes,cellular,14,dec,3840,36,0,nonexistent,no
38,technician,married,secondary,27096,yes,yes,telephone,16,feb,3628,49,2,failure,no
85,retired,married,unknown,43216,no,yes,telephone,27,nov,971,26,6,success,no
42,technician,single,secondary,4856,yes,yes,telephone,24,jun,3213,44,2,success,no
85,housemaid,single,unknown,20044,yes,no,telephone,24,apr,1330,3,1,nonexistent,yes
62,technician,married,secondary,8620,no,no,cellular,18,apr,3416,36,0,nonexistent,no
77,unemployed,divorced,unknown,18723,yes,no,cellular,27,sep,123,23,2,failure,no
29,student,divorced,secondary,39142,yes,yes,cellular,22,jul,2522,30,6,nonexistent,no
49,retired,single,unknown,39503,no,no,cellular,30,jun,3171,39,2,success,no
30,unemployed,divorced,primary,49978,no,yes,telephone,4,feb,3304,23,4,nonexistent,no
48,management,divorced,primary,21475,no,no,cellular,26,jan,2855,23,5,nonexistent,yes
37,technician,married,unknown,28243,no,yes,telephone,18,oct,2656,43,4,failure,no
35,services,divorced,secondary,30860,yes,no,cellular,2,apr,1255,36,0,failure,yes
77,technician,married,tertiary,415,yes,no,cellular,10,sep,1300,25,4,success,no
80,retired,single,tertiary,2254,yes,yes,cellular,12,apr,3626,20,2,success,no
23,blue-collar,single,tertiary,8637,no,no,telephone,7,feb,3375,38,7,nonexistent,yes
49,unemployed,married,tertiary,22510,yes,no,cellular,27,aug,3319,33,4,failure,no
60,services,married,unknown,35301,no,no,cellular,16,jun,3598,33,7,failure,no
19,management,single,primary,4516,no,no,cellular,17,jan,708,38,8,success,yes
77,entrepreneur,married,primary,2401,no,yes,telephone,14,apr,2305,1,1,failure,yes
40,management,single,tertiary,33800,yes,yes,telephone,24,oct,2668,47,3,nonexistent,no
48,unemployed,single,primary,30122,yes,yes,telephone,29,may,572,33,9,failure,yes
22,blue-collar,single,unknown,17673,no,yes,telephone,21,jan,1610,38,0,success,no
51,unemployed,single,tertiary,27653,no,yes,telephone,26,feb,3277,24,9,failure,no
27,admin.,single,unknown,41336,no,no,cellular,24,sep,2627,9,8,failure,no
19,services,single,unknown,18822,no,yes,telephone,18,jan,2233,31,9,success,yes
28,blue-collar,divorced,secondary,4867,yes,yes,cellular,1,nov,1219,38,7,nonexistent,no
67,services,divorced,unknown,44944,yes,yes,telephone,29,aug,495,49,1,nonexistent,no
48,unemployed,single,secondary,34002,no,yes,cellular,2,dec,686,28,5,success,no
73,student,divorced,tertiary,20381,yes,yes,telephone,14,nov,144,23,4,failure,no
90,services,married,unknown,37069,no,yes,cellular,6,sep,1032,30,4,failure,no
26,admin.,married,primary,15517,no,no,telephone,15,feb,581,18,2,success,no
38,housemaid,single,tertiary,9830,no,no,telephone,4,dec,3396,26,0,nonexistent,no
90,blue-collar,divorced,unknown,8589,no,yes,telephone,29,feb,1427,33,5,nonexistent,no
45,admin.,married,unknown,32830,yes,yes,cellular,24,jul,810,16,5,nonexistent,no
79,admin.,married,primary,2627,no,yes,telephone,28,oct,2748,29,4,nonexistent,no
24,entrepreneur,married,secondary,43910,yes,no,cellular,25,sep,132,16,8,nonexistent,no
33,student,married,unknown,-1532,no,yes,cellular,9,oct,1879,33,9,nonexistent,no
21,technician,divorced,unknown,-656,no,no,telephone,15,sep,941,39,8,nonexistent,no
21,student,married,primary,23454,yes,no,cellular,5,mar,1400,46,9,success,yes
57,retired,married,tertiary,4098,yes,yes,telephone,6,jul,815,47,0,failure,no
34,entrepreneur,married,unknown,42869,yes,no,cellular,11,jun,1277,38,6,nonexistent,no
69,unemployed,single,secondary,30229,no,no,telephone,13,aug,1856,23,5,failure,no
69,unemployed,married,secondary,34575,no,yes,cellular,12,aug,3495,26,2,success,no
53,management,married,primary,35504,yes,no,cellular,27,aug,3875,49,3,success,yes
55,technician,divorced,secondary,19341,yes,no,telephone,7,aug,2408,17,3,failure,no
67,retired,married,unknown,13375,no,yes,telephone,28,nov,3891,38,3,success,yes
80,services,married,secondary,28106,no,yes,cellular,20,oct,2488,45,6,success,yes
80,student,married,unknown,47740,yes,no,cellular,12,jun,3996,24,3,success,no
79,blue-collar,single,primary,34651,yes,yes,telephone,10,sep,3953,43,9,failure,no
24,admin.,divorced,secondary,23905,no,yes,cellular,3,may,2646,19,5,nonexistent,no
44,services,divorced,unknown,-1909,no,yes,cellular,2,apr,1120,42,0,failure,yes
31,management,single,tertiary,47609,no,yes,cellular,26,jul,3036,27,7,nonexistent,no
88,student,single,unknown,-116,no,no,cellular,20,mar,1625,2,3,failure,no
22,blue-collar,divorced,unknown,11432,no,yes,cellular,25,aug,1442,8,2,nonexistent,no
72,management,married,primary,45050,yes,yes,telephone,30,aug,3462,15,8,success,no
19,admin.,divorced,unknown,17505,no,yes,cellular,21,nov,1507,41,1,success,no
79,entrepreneur,single,primary,12202,yes,yes,telephone,1,may,1926,13,7,failure,no
38,technician,married,unknown,8231,no,no,cellular,28,oct,94,27,5,nonexistent,no
38,entrepreneur,divorced,unknown,38410,no,no,telephone,21,aug,2843,22,5,success,no
27,blue-collar,married,unknown,38720,no,no,telephone,6,mar,1810,47,9,success,no
75,entrepreneur,married,primary,7595,no,no,telephone,13,mar,1505,47,5,failure,no
56,blue-collar,single,unknown,18087,yes,no,cellular,30,apr,1656,1,1,failure,no
22,retired,divorced,primary,2482,no,yes,cellular,28,sep,2417,5,6,success,yes
82,retired,single,tertiary,32749,no,no,telephone,10,may,1818,29,7,failure,no
30,housemaid,divorced,primary,11918,no,yes,cellular,13,jun,1895,15,7,success,no
70,housemaid,divorced,tertiary,27984,yes,no,telephone,22,apr,3081,30,9,success,no
62,entrepreneur,married,primary,40752,no,yes,telephone,29,sep,3981,46,6,success,no
49,unemployed,married,primary,13813,no,no,cellular,5,apr,320,6,6,failure,no
53,entrepreneur,married,unknown,2466,yes,yes,cellular,8,mar,319,6,4,failure,no
77,entrepreneur,single,secondary,32999,no,no,cellular,21,feb,3186,23,3,nonexistent,no
28,unemployed,married,secondary,20165,yes,yes,cellular,11,mar,3080,5,3,nonexistent,no
80,technician,single,unknown,39164,yes,no,telephone,26,jan,1457,22,1,success,no
38,student,married,tertiary,11241,no,yes,telephone,19,dec,2834,41,3,failure,yes
69,unemployed,single,unknown,41179,no,no,cellular,19,nov,2733,20,6,nonexistent,no
72,blue-collar,divorced,secondary,11112,yes,yes,telephone,30,aug,2705,20,1,nonexistent,no
43,student,single,primary,22797,no,yes,cellular,4,jan,3271,39,6,success,no
85,admin.,single,unknown,7383,no,no,telephone,10,jun,261,30,8,success,no
51,technician,single,tertiary,17699,yes,yes,cellular,24,nov,3295,48,9,failure,no
69,admin.,divorced,unknown,9481,yes,no,cellular,9,feb,1506,17,2,nonexistent,no
69,housemaid,single,secondary,3175,no,yes,telephone,7,nov,3203,23,7,success,no
46,services,divorced,primary,15982,no,yes,cellular,18,nov,826,40,4,nonexistent,no
55,retired,married,secondary,29334,no,no,telephone,9,mar,3407,13,9,failure,no
59,admin.,married,secondary,15926,no,yes,telephone,6,sep,227,46,9,failure,no
38,management,divorced,secondary,6333,yes,yes,telephone,6,dec,2227,36,9,nonexistent,no
59,entrepreneur,single,secondary,12460,no,yes,cellular,13,sep,1291,42,3,failure,no
30,blue-collar,married,primary,-1911,no,no,telephone,22,jun,2728,10,7,success,no
81,admin.,single,secondary,26561,no,no,telephone,17,jul,85,38,9,failure,no
34,admin.,single,tertiary,18790,yes,yes,cellular,15,may,3868,39,0,failure,no
26,services,divorced,tertiary,3490,yes,no,cellular,9,jul,3714,39,6,success,no
58,housemaid,married,secondary,46055,no,no,cellular,6,jun,2414,4,8,failure,no
18,entrepreneur,divorced,tertiary,41223,yes,no,telephone,23,may,3321,19,6,nonexistent,no
19,entrepreneur,divorced,secondary,9704,yes,yes,telephone,17,mar,366,41,8,success,no
77,services,divorced,primary,30627,no,no,telephone,29,feb,1610,28,6,success,yes
65,unemployed,divorced,primary,15593,yes,yes,cellular,5,may,2003,27,1,nonexistent,no
46,services,single,tertiary,35746,yes,no,cellular,3,aug,3013,23,4,nonexistent,no
27,management,married,tertiary,33992,no,yes,telephone,25,may,2375,19,3,success,no
75,student,married,secondary,35624,yes,yes,cellular,16,mar,3781,16,9,nonexistent,no
77,management,married,unknown,22177,yes,yes,telephone,2,oct,1131,35,7,success,no
38,services,single,secondary,20623,no,yes,cellular,20,mar,2841,5,9,success,no
45,retired,single,secondary,23935,no,no,cellular,3,may,114,24,8,success,no
92,unemployed,divorced,primary,48690,yes,no,cellular,9,sep,2704,5,8,success,no
51,retired,divorced,unknown,-1852,no,no,cellular,19,aug,2902,29,2,success,no
25,management,divorced,unknown,13263,no,no,telephone,14,jul,2253,6,2,success,no
76,entrepreneur,divorced,secondary,22449,yes,no,telephone,14,may,1776,41,4,success,yes
89,management,married,primary,22083,yes,yes,telephone,30,sep,3048,41,1,nonexistent,yes
66,technician,divorced,tertiary,29602,no,yes,telephone,17,dec,2771,44,3,nonexistent,no
34,housemaid,single,primary,48577,no,no,telephone,8,feb,917,48,2,nonexistent,yes
77,blue-collar,single,tertiary,48869,no,no,cellular,17,jun,3051,48,5,success,no
62,technician,single,primary,40314,yes,no,cellular,27,jul,613,37,0,nonexistent,no
86,services,divorced,unknown,11538,yes,yes,cellular,17,jul,1934,29,4,failure,no
49,admin.,married,primary,44883,yes,yes,cellular,7,dec,3429,33,3,nonexistent,no
61,retired,married,secondary,24981,no,yes,telephone,9,nov,2104,27,0,nonexistent,no
82,student,divorced,tertiary,49787,yes,no,telephone,4,apr,1556,35,3,nonexistent,yes
25,technician,divorced,primary,46956,yes,yes,cellular,10,feb,3243,38,6,success,no
94,unemployed,single,primary,363,no,no,telephone,29,jan,1496,40,2,failure,yes
89,retired,single,tertiary,25508,yes,no,telephone,4,jan,572,48,4,failure,no
60,technician,married,primary,1107,no,yes,telephone,21,mar,526,6,7,failure,no
18,entrepreneur,single,tertiary,3628,no,no,cellular,5,jul,313,46,2,success,no
68,blue-collar,single,unknown,48653,no,no,telephone,2,nov,3038,10,2,nonexistent,no
41,management,divorced,tertiary,-549,no,yes,cellular,15,may,808,36,7,success,no
41,management,married,tertiary,46963,no,yes,telephone,28,jul,2481,44,2,failure,no
34,technician,divorced,unknown,39409,yes,no,cellular,25,dec,400,7,1,success,no
22,services,married,primary,48987,no,no,cellular,26,sep,2924,7,1,failure,yes
37,unemployed,divorced,primary,13180,no,no,cellular,25,aug,3166,29,7,failure,no
38,services,married,unknown,10377,no,no,cellular,9,jan,305,16,5,failure,no
75,retired,single,secondary,41548,no,no,cellular,30,apr,1998,1,9,success,yes
48,housemaid,married,tertiary,18319,yes,no,telephone,9,may,3479,48,2,nonexistent,no
28,blue-collar,married,primary,28685,yes,no,cellular,1,jul,491,35,9,nonexistent,no
69,blue-collar,divorced,primary,47101,yes,no,telephone,24,nov,1811,47,9,nonexistent,no
32,management,married,tertiary,21214,yes,no,telephone,24,aug,859,29,0,nonexistent,no
